course,unit,node_id,cluster,theme,learning_objective,statement,classification,date,historical_development
APWH,6,c_mNvQ,Indigenous Responses to State Expansion from 1750 to 1900,GOV,Explain how and why internal and external factors have influenced the process of state building from 1750 to 1900.,"Anti-imperial resistance movements often resulted in the formation of new independent states, as seen with the independence of Serbia and Greece after prolonged wars against Ottoman rule.",supporting,1815-1832,"KC-5.2.II.C Anti-imperial resistance took various forms, including direct resistance within empires and the creation of new states on the peripheries."
APWH,6,c_o8K8,Rationales for Imperialism from 1750 to 1900,CDI,Explain how ideologies contributed to the development of imperialism from 1750 to 1900.,"Missionary activities often preceded colonial expansion, facilitating cultural transformation by spreading Christianity and establishing schools and healthcare services in colonized regions.",essential,1500-1900 CE,"KC-5.2.III A range of cultural, religious, and racial ideologies were used to justify imperialism, including Social Darwinism, nationalism, the concept of the civilizing mission, and the desire to religiously convert indigenous populations"
APWH,6,c_poOu,Rationales for Imperialism from 1750 to 1900,,Explain how ideologies contributed to the development of imperialism from 1750 to 1900.,"Social Darwinism applied Charles Darwin’s theories of natural selection to human societies, promoting the idea that stronger nations and races were destined to dominate weaker ones.",supporting,,"KC-5.2.III A range of cultural, religious, and racial ideologies were used to justify imperialism, including Social Darwinism, nationalism, the concept of the civilizing mission, and the desire to religiously convert indigenous populations"
APWH,6,c_qSlb,Economic Imperialism from 1750 to 1900,TEC,Explain how various economic factors contributed to the development of the global economy from 1750 to 1900.,"Technological advances from the Industrial Revolution, such as steamships and advanced weaponry, enabled imperial powers to extend control over distant territories.",supporting,1800s,KC-5.2.I.E Industrialized states and businesses within those states practiced economic imperialism primarily in Asia and Latin America.
APWH,6,c_rwWC,Economic Imperialism from 1750 to 1900,ECN,Explain how various economic factors contributed to the development of the global economy from 1750 to 1900.,"The British East India Company operated as a joint-stock company with exclusive trading rights in India and maintained its own military forces, establishing a model of imperial economic exploitation.",essential,1600-1874,KC-5.2.I.E Industrialized states and businesses within those states practiced economic imperialism primarily in Asia and Latin America.
APWH,6,c_selx,Indigenous Responses to State Expansion from 1750 to 1900,GOV,Explain how and why internal and external factors have influenced the process of state building from 1750 to 1900.,"Yaa Asantewaa, the queen mother of the Asante Empire, led the final Asante resistance against British colonialism in 1900 when the British demanded the Golden Stool, a sacred symbol of Asante national unity.",essential,1900,"KC-5.2.II.C Anti-imperial resistance took various forms, including direct resistance within empires and the creation of new states on the peripheries."
APWH,6,c_snDA,Economic Imperialism from 1750 to 1900,GOV,Explain how various economic factors contributed to the development of the global economy from 1750 to 1900.,"The Second Opium War further weakened China, forcing it to sign unequal treaties with Britain, France, and Russia (like the Treaty of Tientsin) that opened all ports to foreign trade.",essential,1856-1860,KC-5.2.I.E Industrialized states and businesses within those states practiced economic imperialism primarily in Asia and Latin America.
APWH,6,c_ssL7,Effects of Migration from 1750 to 1900,ENV,Explain how and why new patterns of migration affected society from 1750 to 1900,"The Great Famine drove approximately 3 million Irish to emigrate, with many settling in North America despite facing nativist and anti-Catholic prejudice.",supporting,1845-1849,"KC-5.4.II.A Many individuals chose freely to relocate, often in search of work."
APWH,6,c_t0Hq,Economic Imperialism from 1750 to 1900,GOV,Explain how various economic factors contributed to the development of the global economy from 1750 to 1900.,"The Treaty of Nanking was the 1842 agreement that ended the First Opium War, forcing China to open several ports, cede Hong Kong to Britain, pay reparations, and legalize the opium trade.",essential,1842,KC-5.2.I.E Industrialized states and businesses within those states practiced economic imperialism primarily in Asia and Latin America.
APWH,6,c_tUQN,Economic Imperialism from 1750 to 1900,ECN,Explain how various economic factors contributed to the development of the global economy from 1750 to 1900.,"The United Fruit Company’s overwhelming control over banana production and its influence over local governments in Latin America led to political instability and economic dependency, which ultimately gave rise to the term ""banana republic"" to describe such nations.",supporting,1900-1950s,KC-5.2.I.E Industrialized states and businesses within those states practiced economic imperialism primarily in Asia and Latin America.
APWH,6,c_tdld,Indigenous Responses to State Expansion from 1750 to 1900,GOV,Explain how and why internal and external factors have influenced the process of state building from 1750 to 1900.,"Muhammad Ahmad declared himself the Mahdi (a messianic Islamic figure believed to be divinely guided) in Sudan, leading a religious and political movement that successfully fought against Egyptian and British control until his death; internal rivalries then weakened the Mahdist state until British defeat.",supporting,1881-1898,"KC-5.3.III.E Increasing discontent with imperial rule led to_x0007_rebellions,_x0007_some_x0007_of_x0007_which_x0007_were_x0007_influenced_x0007_ by religious ideas."
APWH,6,c_vads,Global Economic Development from 1750 to 1900,ECN,Explain how various environmental factors contributed to the development of the global economy from 1750 to 1900.,Industrialized imperial powers sought global colonization primarily to secure raw materials for their manufacturing sectors and to find new markets for their surplus manufactured goods.,essential,1750-1900,KC-5.1.II.A The need for raw materials for factories and increased food supplies for the growing population in urban centers led to the growth of export economies around the world that specialized in commercial extraction of natural resources and the production of food and industrial crops. The profits from these raw materials were used to purchase finished goods.
APWH,6,c_vyhG,Causes of Migration in an Interconnected World from 1750 to 1900,,Explain how various environmental factors contributed to the development of varied patterns of migration from 1750 to 1900.,"The Great Famine, a devastating potato blight in Ireland that caused mass starvation, led Irish people to emigrate to various destinations.",supporting,,KC-5.4.I Migration in many cases was influenced by changes in demographics in both industrialized and unindustrialized societies that presented challenges to existing patterns of living.
APWH,6,c_wT7r,Causes of Migration in an Interconnected World from 1750 to 1900,ECN,Explain how various environmental factors contributed to the development of varied patterns of migration from 1750 to 1900.,"Following the gradual abolition of slavery, imperial and colonial powers sought alternative labor sources such as indentured servitude, Asian contract labor, and convict labor.",essential,1800s,KC-5.4.I Migration in many cases was influenced by changes in demographics in both industrialized and unindustrialized societies that presented challenges to existing patterns of living.
APWH,6,c_wUPs,Effects of Migration from 1750 to 1900,SIO,Explain how and why new patterns of migration affected society from 1750 to 1900,"Violent anti-Chinese sentiment in the United States during the 1870s and 1880s manifested in riots and brutal attacks, reflecting severe racial prejudice.",supporting,1870s-1880s,"KC-5.4.II.A Many individuals chose freely to relocate, often in search of work."
APWH,6,c_x9iY,State Expansion from 1750 to 1900,,Compare processes by which state power shifted in various parts of the world from 1750 to 1900.,"The Trail of Tears was the forced migration of the Cherokee and other tribes to present-day Oklahoma, causing thousands of deaths due to exposure and disease.",supporting,,"KC-5.2.II.B The United States, Russia, and Japan expanded their land holdings by conquering and settling neighboring territories."
APWH,6,c_xum3,Rationales for Imperialism from 1750 to 1900,,Explain how ideologies contributed to the development of imperialism from 1750 to 1900.,"Scientific racism used pseudoscientific theories to justify racial hierarchies, arguing that some races were biologically superior to others.",supporting,,"KC-5.2.III A range of cultural, religious, and racial ideologies were used to justify imperialism, including Social Darwinism, nationalism, the concept of the civilizing mission, and the desire to religiously convert indigenous populations"
APWH,6,c_ziJw,Effects of Migration from 1750 to 1900,ECN,Explain how and why new patterns of migration affected society from 1750 to 1900,"Chinese immigrants were crucial in constructing the first transcontinental railroad in the United States, demonstrating their significant role in American industrialization.",supporting,1863-1869,"KC-5.4.II.A Many individuals chose freely to relocate, often in search of work."
APWH,7,IU_COem,The Economy in the Interwar Period: 1918 to 1939,,Explain how different governments responded to economic crisis after 1900.,"While economic crises in Spain and Italy led to dictatorship, the U.S. preserved democracy, later using this contrast to promote democratic governance during the Cold War.",,,
APWH,7,IU_Dxrv,The Economy in the Interwar Period: 1918 to 1939,,Explain how different governments responded to economic crisis after 1900.,"The economic crises after World War I led to the rise of fascism in Germany and Italy, socialism in the USSR, and Keynesian policies in the U.S., shaping the ideological and economic divide that fueled Cold War rivalries.",,,
APWH,7,IU_FI1E,The Economy in the Interwar Period: 1918 to 1939,,Explain how different governments responded to economic crisis after 1900.,"While Stalin’s Five-Year Plan aimed to industrialize the USSR rapidly, Roosevelt’s New Deal sought gradual economic recovery, highlighting differing approaches to state-led economic intervention.",,,
APWH,7,IU_FsUK,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,The U.S. initially remained neutral in both World Wars but entered WWI due to German submarine attacks and WWII after the bombing of Pearl Harbor.,,,
APWH,7,IU_O869,Conducting World War I,,Explain how governments used a variety of methods to conduct war.,"The U.S. Senate’s rejection of the League of Nations reflected a continuity in American isolationism, as the country remained hesitant to engage in long-term global alliances.",,,
APWH,7,IU_b7jT,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,"The Great Depression weakened global cooperation, enabling expansionist regimes like Nazi Germany and Imperial Japan to act unchecked in the 1930s.",,,
APWH,7,IU_gztX,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,"Postwar decolonization was fueled by nationalist movements and self-determination ideals, intensified by the mandate system after WWI and colonial struggles after WWII.",,,
APWH,7,IU_iPeH,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,"While both World Wars led to geopolitical shifts, WWII’s end directly caused the Cold War, as the U.S. and USSR emerged as superpowers.",,,
APWH,7,IU_lhFn,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,"After World War I, the U.S. rose as a global power but declined during the Great Depression, while Japan expanded in East Asia. ",,,
APWH,7,IU_uXCq,The Economy in the Interwar Period: 1918 to 1939,,Explain how different governments responded to economic crisis after 1900.,"While the U.S. responded to the Great Depression with the New Deal, nations like Italy, Spain, and the USSR turned to authoritarian rule, setting the stage for post-WWII economic divisions between capitalist and communist states.",,,
APWH,7,IU_wWqM,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,"Ethnic divisions, population pressures, and internal rebellions weakened the Chinese government from the 19th into the 20th century, contributing to political instability.",,,
APWH,7,IU_yGTA,The Economy in the Interwar Period: 1918 to 1939,,Explain how different governments responded to economic crisis after 1900.,"Interwar totalitarian regimes like Stalin’s USSR and Mussolini’s Italy relied on state terror and propaganda to consolidate power, with Stalin’s control methods later influencing Cold War repression in Eastern Europe.",,,
APWH,7,KC-6.1.III.C.i,Conducting World War I,,Explain how governments used a variety of methods to conduct war.,New military technology led to increased levels of wartime casualties.,,,
APWH,7,KC-6.1.III.C.i+1,Conducting World War I,,Explain how governments used a variety of methods to conduct war.,Explain how new military technology led to increased levels of wartime casualties.,,,
APWH,7,KC-6.1.III.C.ii,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,"New military technology and new tactics, including the atomic bomb, fire-bombing, and the waging of ""total war"" led to increased levels of wartime casualties.",,,
APWH,7,KC-6.1.III.C.ii+1,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain how government use of the atomic bomb led to increased levels of wartime casualties.,,,
APWH,7,KC-6.1.III.C.ii+2,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain the similarities and differences in governments' use of fire-bombing that led to increased levels of wartime casualties.,,,
APWH,7,KC-6.1.III.C.ii+3,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,"Explain the similarities and differences in governments' waging of ""total war"" that led to increased levels of wartime casualties.",,,
APWH,7,KC-6.2.I,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,"The West dominated the global political order at the beginning of the 20th century, but both land-based and maritime empires gave way to new states by the century's end.",,,
APWH,7,KC-6.2.I+1+A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,Explain how the West dominated the global political order at the beginning of the 20th century.,,,
APWH,7,KC-6.2.I+1+I,Causation in Global Conflict: from 1900 to Present,,Explain the relative significance of the causes of global conflict in the period 1900 to the present.,"Evaluate the extent to which the decline of European empires, such as the British and French, and the rise of nationalist movements contributed to the creation of new states and shifts in global power by the late 20th century.",,,
APWH,7,KC-6.2.I+2+A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,Explain how land-based empires in the West gave way to new states by the century's end.,,,
APWH,7,KC-6.2.I+3+A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,Explain how maritime empires in the West gave way to new states by the century's end.,,,
APWH,7,KC-6.2.I.A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,"The older, land-based Ottoman, Russian, and Qing empires collapsed due to a combination of internal factors—such as widespread dissent, ethnic divisions, and failure to modernize—and external pressures including military defeats and the rise of global powers.",,,
APWH,7,KC-6.2.I.A+1+A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,"Explain how the older, land-based Ottoman empire collapsed due to a combination of internal and external factors.",,,
APWH,7,KC-6.2.I.A+1+I,Causation in Global Conflict: from 1900 to Present,,Explain the relative significance of the causes of global conflict in the period 1900 to the present.,"Develop an argument about whether the collapse of the Ottoman, Russian, and Qing empires was primarily driven by internal challenges, such as political instability and economic struggles, or external pressures, such as military defeats during World War I and the influence of rising nationalist movements, using specific examples from the early 20th century.",,,
APWH,7,KC-6.2.I.A+2+A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,"Explain how the older, land-based Russian empire collapsed due to a combination of internal and external factors.",,,
APWH,7,KC-6.2.I.A+3+A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,"Explain how the collapse of the older, land-based Russian empire eventually led to communist revolution.",,,
APWH,7,KC-6.2.I.A+4+A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,"Explain how the older, land-based Qing empire collapsed due to a combination of internal and external factors.",,,
APWH,7,KC-6.2.I.B,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,"Between the two world wars, Western and Japanese imperial states predominantly maintained control over colonial holdings; in some cases, they gained additional territories through conquest or treaty settlement and in other cases faced anti-imperial resistance.",,,
APWH,7,KC-6.2.I.B+1,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,Explain how Western states maintained control over colonial holdings between the two world wars.,,,
APWH,7,KC-6.2.I.B+2,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,Explain how Japanese imperial states maintained control over colonial holdings between the two world wars.,,,
APWH,7,KC-6.2.I.B+3,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,Explain how Western states gained additional territories through conquest between the two world wars.,,,
APWH,7,KC-6.2.I.B+4,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,Explain how Western states gained additional territories through treaty settlement between the two world wars.,,,
APWH,7,KC-6.2.I.B+5,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,Explain how Japanese imperial states gained additional territories through conquest or treaty settlement between the two world wars.,,,
APWH,7,KC-6.2.I.B+6,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,Explain how Western states faced anti-imperial resistance between the two world wars.,,,
APWH,7,KC-6.2.I.B+7,Unresolved Tensions After World War I,,Explain the continuities and changes in territorial holdings from 1900 to the present.,Explain how Japanese imperial states faced anti-imperial resistance between the two world wars.,,,
APWH,7,KC-6.2.II.D,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,"States around the world challenged the existing political and social order, including the Mexican Revolution that arose as a result of political crisis.",,,
APWH,7,KC-6.2.II.D+1+A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,Explain how states around the world challenged the existing political order.,,,
APWH,7,KC-6.2.II.D+1+I,Causation in Global Conflict: from 1900 to Present,,Explain the relative significance of the causes of global conflict in the period 1900 to the present.,"Analyze how revolutionary movements like the Mexican Revolution, driven by political crises and demands for land reform, exemplified global challenges to political and social orders in the 20th century, assessing their relative significance in contributing to widespread conflict and change.




",,,
APWH,7,KC-6.2.II.D+2+A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,Explain how states around the world challenged the existing social order.,,,
APWH,7,KC-6.2.II.D+3+A,Shifting Power After 1900,,Explain how internal and external factors contributed to change in various states after 1900.,Explain how the Mexican Revolution resulted from a political crisis and challenged the existing political and social order.,,,
APWH,7,KC-6.2.III.C,Mass Atrocities After 1900,,Explain the various causes and consequences of mass atrocities in the period from 1900 to the present.,"The rise of extremist groups in power led to the attempted destruction of specific populations, notably the Nazi killing of the Jews in the Holocaust during World War II, and to other atrocities, acts of genocide, or ethnic violence.",,,
APWH,7,KC-6.2.III.C+1,Mass Atrocities After 1900,,Explain the various causes and consequences of mass atrocities in the period from 1900 to the present.,"Explain how the rise in power of the Nazis led to the attempted destruction of of the Jews in the Holocaust during World War II, and to other atrocities, acts of genocide, or ethnic violence.",,,
APWH,7,KC-6.2.III.C+2,Mass Atrocities After 1900,,Explain the various causes and consequences of mass atrocities in the period from 1900 to the present.,"Explain how the rise in power of extremist groups other than Nazis led to the attempted destruction of specific populations and other atrocities, acts of genocide, or ethnic violence.",,,
APWH,7,KC-6.2.IV.A.i,Conducting World War I,,Explain how governments used a variety of methods to conduct war.,"World War I was the first total war. Governments used a variety of strategies, including political propaganda, art, media, and intensified forms of nationalism, to mobilize populations (both in the home countries and the colonies) for the purpose of waging war.",,,
APWH,7,KC-6.2.IV.A.i+1,Conducting World War I,,Explain how governments used a variety of methods to conduct war.,Explain how World War I was the first total war.,,,
APWH,7,KC-6.2.IV.A.i+2,Conducting World War I,,Explain how governments used a variety of methods to conduct war.,Explain how governments used political propaganda to mobilize populations (both in the home countries and the colonies) for the purpose of waging war.,,,
APWH,7,KC-6.2.IV.A.i+3,Conducting World War I,,Explain how governments used a variety of methods to conduct war.,Explain how governments used art to mobilize populations (both in the home countries and the colonies) for the purpose of waging war.,,,
APWH,7,KC-6.2.IV.A.i+4,Conducting World War I,,Explain how governments used a variety of methods to conduct war.,Explain how governments used media to mobilize populations (both in the home countries and the colonies) for the purpose of waging war.,,,
APWH,7,KC-6.2.IV.A.i+5,Conducting World War I,,Explain how governments used a variety of methods to conduct war.,Explain how governments used intensified forms of nationalism to mobilize populations (both in the home countries and the colonies) for the purpose of waging war.,,,
APWH,7,KC-6.2.IV.A.ii,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,"World War II was a total war. Governments used a variety of strategies, including political propaganda, art, media, and intensified forms of nationalism, to mobilize populations (both in the home countries and the colonies or former colonies) for the purpose of waging war. Governments used ideologies, including fascism and communism to mobilize all of their state's resources for war and, in the case of totalitarian states, to repress basic freedoms and dominate many aspects of daily life during the course of the conflicts and beyond.",,,
APWH,7,KC-6.2.IV.A.ii+1,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain how World War II was a total war.,,,
APWH,7,KC-6.2.IV.A.ii+2,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain the similarities and differences in governments' use of political propaganda to mobilize populations (both in the home countries and the colonies or former colonies) for the purpose of waging war.,,,
APWH,7,KC-6.2.IV.A.ii+3,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain the similarities and differences in governments' use of art to mobilize populations (both in the home countries and the colonies or former colonies) for the purpose of waging war.,,,
APWH,7,KC-6.2.IV.A.ii+4,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain the similarities and differences in governments' use of media to mobilize populations (both in the home countries and the colonies or former colonies) for the purpose of waging war.,,,
APWH,7,KC-6.2.IV.A.ii+5,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain the similarities and differences in governments' use of intensified forms of nationalism to mobilize populations (both in the home countries and the colonies or former colonies) for the purpose of waging war.,,,
APWH,7,KC-6.2.IV.A.ii+6,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain the similarities and differences in governments' use of fascism to mobilize all of their state's resources for war.,,,
APWH,7,KC-6.2.IV.A.ii+7,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain the similarities and differences in governments' use of communism to mobilize all of their state's resources for war.,,,
APWH,7,KC-6.2.IV.A.ii+8,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain the similarities and differences in totalitarian states' use of fascism and communism to repress basic freedoms during the course of the conflicts and beyond.,,,
APWH,7,KC-6.2.IV.A.ii+9,Conducting World War II,,Explain similarities and differences in how governments used a variety of methods to conduct war.,Explain the similarities and differences in totalitarian states' use of fascism and communism to dominate many aspects of daily life during the course of the conflicts and beyond.,,,
APWH,7,KC-6.2.IV.B.i,Causes of World War I,,Explain the causes and consequences of World War I.,"The causes of World War I included imperialist expansion and competition for resources. In addition, territorial and regional conflicts combined with a flawed alliance system and intense nationalism to escalate the tensions into global conflict.",,,
APWH,7,KC-6.2.IV.B.i+1,Causes of World War I,,Explain the causes and consequences of World War I.,Explain how and why the causes of World War I included imperialist expansion.,,,
APWH,7,KC-6.2.IV.B.i+2,Causes of World War I,,Explain the causes and consequences of World War I.,Explain how and why the causes of World War I included competition for resources.,,,
APWH,7,KC-6.2.IV.B.i+3,Causes of World War I,,Explain the causes and consequences of World War I.,Explain how and why territorial and regional conflicts combined with a flawed alliance system and intense nationalism to escalate the tensions into global conflict during World War I.,,,
APWH,7,KC-6.2.IV.B.ii,Causes of World War II,,Explain the causes and consequences of World War II.,"The causes of World War II included the unsustainable peace settlement after World War I, the global economic crisis engendered by the Great Depression, continued imperialist aspirations, and especially the rise to power of fascist and totalitarian regimes that resulted in the aggressive militarism of Nazi Germany under Adolf Hitler.",,,
APWH,7,KC-6.2.IV.B.ii+1,Causes of World War II,,Explain the causes and consequences of World War II.,Explain how and why the unsustainable peace settlement after World War I was a cause of World War II.,,,
APWH,7,KC-6.2.IV.B.ii+2,Causes of World War II,,Explain the causes and consequences of World War II.,Explain how and why the global economic crisis engendered by the Great Depression was a cause of World War II.,,,
APWH,7,KC-6.2.IV.B.ii+3,Causes of World War II,,Explain the causes and consequences of World War II.,Explain how and why continued imperialist aspirations was a cause of World War II.,,,
APWH,7,KC-6.2.IV.B.ii+4,Causes of World War II,,Explain the causes and consequences of World War II.,Explain how and why the rise to power of fascist and totalitarian regimes that resulted in the aggressive militarism of Nazi Germany under Adolf Hitler was a primary cause of World War II.,,,
APWH,7,KC-6.3.I.A.i,The Economy in the Interwar Period: 1918 to 1939,,Explain how different governments responded to economic crisis after 1900.,"In the Soviet Union, the government controlled the national economy through the Five Year Plans, often implementing repressive policies, with negative repercussions for the population.",,,
APWH,7,KC-6.3.I.A.i+1,The Economy in the Interwar Period: 1918 to 1939,,Explain how different governments responded to economic crisis after 1900.,Explain how the government in the Soviet Union controlled the national economy through the Five Year Plans.,,,
APWH,7,KC-6.3.I.A.i+2,The Economy in the Interwar Period: 1918 to 1939,,Explain how different governments responded to economic crisis after 1900.,Explain how the repressive policies implemented by the Soviet Union's government resulted in negative repercussions for the population.,,,
APWH,7,KC-6.3.I.B,The Economy in the Interwar Period: 1918 to 1939,,Explain how different governments responded to economic crisis after 1900.,"Following World War I and the onset of the Great Depression, governments began to take a more active role in economic life.",,,
APWH,7,KC-6.3.I.B+1,The Economy in the Interwar Period: 1918 to 1939,,Explain how different governments responded to economic crisis after 1900.,Explain why and how governments began to take a more active role in economic life following World War I and the onset of the Great Depression.,,,
APWH,7,RP_0uiL,Conducting World War I,TEC,Explain how governments used a variety of methods to conduct war.,"Tanks represented a major shift in land warfare, as they allowed troops to move across difficult terrain and break through trench defenses.",Supporting,1916-1918,
APWH,7,RP_2oQn,Mass Atrocities After 1900,GOV,Explain the various causes and consequences of mass atrocities in the period from 1900 to the present.,"The Darfur Genocide from 2003-2008 was caused by Sudan's Arab-dominated government using the Janjaweed militias—government-backed Arab militia groups—to suppress non-Arab rebel groups in Darfur, Sudan's western region, leading to the deaths of over 200,000 people and the displacement of millions.",Supporting,2003-2005,
APWH,7,RP_5kJY,Conducting World War I,TEC,Explain how governments used a variety of methods to conduct war.,"Submarines changed naval warfare, allowing nations to target enemy ships more effectively and disrupt supply lines.",Supporting,1914-1918,
APWH,7,RP_7uzs,Shifting Power After 1900,GOV,Explain how internal and external factors contributed to change in various states after 1900.,"Russia's decline in power continued into the early 20th century, as it lost both the Crimean War and the Russo-Japanese War, demonstrating a pattern of military weakness in international affairs.",Essential,Early 20th century,
APWH,7,RP_9xuV,Shifting Power After 1900,GOV,Explain how internal and external factors contributed to change in various states after 1900.,"Mexico’s struggle with political instability continued, as the country transitioned from dictatorship under Porfirio Díaz to a new government but still faced years of violence.",Essential,1910-1920,
APWH,7,RP_O8RC,Conducting World War II,GOV,Explain similarities and differences in how governments used a variety of methods to conduct war.,"The Lend-Lease Act in WWII differed from the U.S. neutrality in WWI, as it signaled active material support for the Allies before formal entry into the war.",Supporting,1941,
APWH,7,RP_P8M9,Unresolved Tensions After World War I,GOV,Explain the continuities and changes in territorial holdings from 1900 to the present.,"Japan’s control over Korea continued imperialist expansion, but Korean resistance in the March 1st Movement of 1919 showed growing nationalist opposition to Japanese rule.",Essential,1919,
APWH,7,RP_TpN3,Unresolved Tensions After World War I,CDI,Explain the continuities and changes in territorial holdings from 1900 to the present.,"The May Fourth Movement in China demonstrated a change in Chinese nationalism, as it evolved from resistance to imperialism into broader demands for democracy and reform.",Supporting,1919,
APWH,7,RP_V01x,The Economy in the Interwar Period: 1918 to 1939,ECN,Explain how different governments responded to economic crisis after 1900.,"Both Lenin’s NEP and Roosevelt’s New Deal used government intervention to stabilize the economy, but the NEP allowed small-scale private trade, whereas the New Deal focused on public works and financial reform.",Essential,1920s-1930s,
APWH,7,RP_YbsD,Conducting World War II,TEC,Explain similarities and differences in how governments used a variety of methods to conduct war.,"The end of WWII marked a major technological shift in warfare, as nuclear weapons were used for the first time, unlike in WWI, which primarily relied on chemical weapons and conventional explosives.",Essential,1945,
APWH,7,RP_ZjzI,Shifting Power After 1900,ENV,Explain how internal and external factors contributed to change in various states after 1900.,"China’s food shortages and vulnerability to natural disasters remained a constant challenge, highlighting the difficulty of sustaining its growing population.",Supporting,1900-2000,
APWH,7,RP_d7p4,Mass Atrocities After 1900,GOV,Explain the various causes and consequences of mass atrocities in the period from 1900 to the present.,The Bosnian Genocide during 1992-1995 was caused by Serbian nationalist leaders seeking to create an ethnically pure Serbian state after the breakup of Yugoslavia—the former socialist federation of South Slavic states—which resulted in the mass killing and ethnic cleansing of Muslim Bosnians and ethnic Croatians.,Supporting,1992-1995,
APWH,7,RP_dAae,Conducting World War II,GOV,Explain similarities and differences in how governments used a variety of methods to conduct war.,"Unlike in World War I, where the war ended through treaties, World War II ended with unconditional surrenders, culminating in Hitler’s suicide and Japan’s surrender following the use of atomic bombs.",Essential,1945,
APWH,7,RP_nTD0,Mass Atrocities After 1900,GOV,Explain the various causes and consequences of mass atrocities in the period from 1900 to the present.,"The failure of international institutions like the United Nations to intervene effectively in Rwanda, Bosnia, and Darfur was caused by political inaction and lack of international consensus, allowing these genocides to unfold without timely intervention.",Essential,1990s-2000s,
APWH,7,RP_sSOI,Conducting World War II,ECN,Explain similarities and differences in how governments used a variety of methods to conduct war.,"The economic mobilization of the U.S. in WWII was even greater than in WWI, with production significantly ramping up to supply ships, tanks, and planes for the war effort.",Supporting,1941-1945,
APWH,7,RP_wiVA,Shifting Power After 1900,GOV,Explain how internal and external factors contributed to change in various states after 1900.,"In 1905, growing dissatisfaction with bureaucratic inefficiencies and pressure to modernize China's governance led the Chinese government to abolish the civil service exam, ending a 1,000-year-old tradition that had long shaped elite administration.",Supporting,1905,
APWH,7,a_2Otc,Conducting World War II,GOV,Explain similarities and differences in how governments used a variety of methods to conduct war.,"Nazi German nationalism centered on white, non-Jewish racial supremacy and genetic purity, forming the core of their political and social policies.",Essential,1933-1945,
APWH,7,a_5TBk,The Economy in the Interwar Period: 1918 to 1939,ECN,Explain how different governments responded to economic crisis after 1900.,"Peasant resistance to collectivization, which included destroying crops and livestock rather than surrendering them to the state, and the deportation of kulaks contributed to severe food shortages and famine in the Soviet Union.",Essential,1929-1933,
